cdm	code	deptName	descr	primary
DCWAS_Providence MT	2945533	Nuclear Medicine	GASTRIC EMPTYING STD	154.85
DCWAS_Providence MT	2945418	Nuclear Medicine	GI BLEEDING SCAN	279.39
DCWAS_Providence MT	2946283	Nuclear Medicine	HEPATOBILIARY SCAN/GB W PHARM	139.19
DCWAS_Providence MT	2945343	Nuclear Medicine	HYPERTHYROID THERAPY-INITIAL	229.44
DCWAS_Providence MT	2946143	Nuclear Medicine	I-123 DX PER MCI	20.31
DCWAS_Providence MT	2942449	Nuclear Medicine	I131 CAPSULE, THER, PER MCI	46.62
DCWAS_Providence MT	2946192	Nuclear Medicine	IN-111 PENTETATE PER 0.5 MCI	73.93
DCWAS_Providence MT	2942407	Nuclear Medicine	ISOTOPE XE-133 PER 10 MCI	81.59
DCWAS_Providence MT	2946200	Nuclear Medicine	LABELED RBC UP TO 30 MCI	32.63
DCWAS_Providence MT	2945210	Nuclear Medicine	LUNG SCAN(PERFUSION)	199.8
DCWAS_Providence MT	2954998	Nuclear Medicine	LYMPHTICS AND LYMPH GLNDS IMAG	268.73
DCWAS_Providence MT	2942043	Nuclear Medicine	MAA UP TO 10 MCI	62.27
DCWAS_Providence MT	2942373	Nuclear Medicine	MAG 3 UP TO 15 MCI	239.76
DCWAS_Providence MT	2946184	Nuclear Medicine	MEBROFENIN UP TO 15 MCI	11.66
DCWAS_Providence MT	2945459	Nuclear Medicine	MUGA REST TEST	384.28
DCWAS_Providence MT	2946242	Nuclear Medicine	MYOCARD PERF IMAG W/EF&WM MULT	672.66
DCWAS_Providence MT	2945749	Nuclear Medicine	OCTREOSCAN UP TO 6 MCI	809.52
DCWAS_Providence MT	2941060	Nuclear Medicine	OCTREOSCAN WHOLE BDY MULT DAYS	809.52
DCWAS_Providence MT	2945038	Nuclear Medicine	PARATHYR SCINTISCAN	233.77
DCWAS_Providence MT	2946309	Nuclear Medicine	PULM VENT/PERFUSION IMAGING	174.16
DCWAS_Providence MT	2945277	Nuclear Medicine	RENAL W/FLOW W/O PHARM	223.44
DCWAS_Providence MT	2945681	Nuclear Medicine	SESTAMIBI PER STUDY DOSE	167.17
DCWAS_Providence MT	2945707	Nuclear Medicine	SPECT BRAIN	851.15
DCWAS_Providence MT	2945699	Nuclear Medicine	SPECT LIVER	310.69
DCWAS_Providence MT	2945640	Nuclear Medicine	T-HMPAO INFL WHOLE BODY	544.46
DCWAS_Providence MT	2942522	Nuclear Medicine	TC99 PERTECHNETATE DX, PER MCI	32.63
DCWAS_Providence MT	2942084	Nuclear Medicine	TC99 SULFUR COLLOID,UPTO 20MCI	31.3
DCWAS_Providence MT	2942001	Nuclear Medicine	TECHNETM TC99M MDRNT UP 30MCI	39.29
DCWAS_Providence MT	2946358	Nuclear Medicine	THYROID IMAGING W/UPTAKE	478.19
DCWAS_Providence MT	2945475	Nuclear Medicine	TOT BODY SCAN(THYROID	227.11
DCWAS_Providence MT	4410718	Occupational Therapy	O.T.PARAFFIN BATH	29.64
DCWAS_Providence MT	4464780	Occupational Therapy	OCCUPATNAL THERAPY SCREEN STAT	0.0
DCWAS_Providence MT	4400013	Occupational Therapy	OT EVAL HIGH CMPLX 5+ DEFCT	76.59
DCWAS_Providence MT	4400009	Occupational Therapy	OT EVAL LOW CMPLX 1-3 DEFCT	76.59
DCWAS_Providence MT	4400011	Occupational Therapy	OT EVAL MOD CMPLX 3-5 DEFCT	76.59
DCWAS_Providence MT	4400015	Occupational Therapy	OT RE-EVAL EST PLAN CARE	50.95
DCWAS_Providence MT	4492500	Occupational Therapy	OT-A.D.L. 15 MINS	37.63
DCWAS_Providence MT	4492104	Occupational Therapy	OT-COGNITIVE TREATMENT 15 MINS	37.63
DCWAS_Providence MT	4492203	Occupational Therapy	OT-FUNCTIONAL MOBILITY 15 MINS	37.63
DCWAS_Providence MT	4410742	Occupational Therapy	OT-HOT/COLD PACK	23.64
DCWAS_Providence MT	4493441	Occupational Therapy	OT-MANUAL THERAPY 15 MINS	45.95
DCWAS_Providence MT	4493433	Occupational Therapy	OT-NEUROMUSCULAR RE-ED 15	46.62
DCWAS_Providence MT	4410700	Occupational Therapy	OT-ORTHC FIT-INITIAL EA 15M	46.62
DCWAS_Providence MT	4410015	Occupational Therapy	OT-THERAPEUTIC EXERCISE 15MINS	46.62
DCWAS_Providence MT	4410734	Occupational Therapy	OT-WHEELCHAIR MGMT 15 MINS	37.63
DCWAS_Providence MT	4410759	Occupational Therapy	OT-WHIRLPOOL TREATMENT	37.63
DCWAS_Providence MT	120600	OP Infusion Treatment Cntr	BCG OF BLADDER	119.55
DCWAS_Providence MT	120493	OP Infusion Treatment Cntr	BLOOD DRAW VASC ACC DEV	46.95
DCWAS_Providence MT	120774	OP Infusion Treatment Cntr	BONE MARROW ASP/BX SAME SITE	35.96
DCWAS_Providence MT	120766	OP Infusion Treatment Cntr	BONE MARROW BIOPSY ONLY	547.79
DCWAS_Providence MT	131706	OP Infusion Treatment Cntr	CHEMO IM/SC INJ HORM	68.93
DCWAS_Providence MT	131623	OP Infusion Treatment Cntr	CHEMO INFUS ADDTL HR>30 MIN	63.27
DCWAS_Providence MT	131631	OP Infusion Treatment Cntr	CHEMO INFUS INTL 16-90 MIN	186.15
DCWAS_Providence MT	120519	OP Infusion Treatment Cntr	DECLOT PORT/CENTRAL LINE	129.87
DCWAS_Providence MT	120626	OP Infusion Treatment Cntr	DRESNG CHNG:CENTRAL LINE (STR	69.26
DCWAS_Providence MT	131821	OP Infusion Treatment Cntr	EA ADDL PUSH SAME DRUG	32.97
DCWAS_Providence MT	131664	OP Infusion Treatment Cntr	HYDRATION ADDTL HR> 30 MIN	31.3
DCWAS_Providence MT	131680	OP Infusion Treatment Cntr	HYDRATION INITIAL 31-90 MIN	119.88
DCWAS_Providence MT	120527	OP Infusion Treatment Cntr	INJ IM/SUBQ THER/PROPH/DIAG	34.97
DCWAS_Providence MT	120808	OP Infusion Treatment Cntr	ITC PORT  MANAGEMENT	56.28
DCWAS_Providence MT	131656	OP Infusion Treatment Cntr	NON CHEMO IV INF ADDL HOUR	44.96
DCWAS_Providence MT	131672	OP Infusion Treatment Cntr	NON CHEMO IV INF INTL 16-90MIN	113.89
DCWAS_Providence MT	131763	OP Infusion Treatment Cntr	NON CHEMO IVP SEQ, NEW PUSH	58.61
DCWAS_Providence MT	131748	OP Infusion Treatment Cntr	NON CHMO IVP/INF INTL <15MIN	73.93
DCWAS_Providence MT	131722	OP Infusion Treatment Cntr	TRANSFUSION BLOOD-ADMIN	237.76
DCWAS_Providence MT	170183	OP Infusion Treatment Cntr	VENIPUNCTURE ROUTINE ITC	6.66
DCWAS_Providence MT	1903705	Operative Svcs	3M COBAN 4INX5 LATEX FREE	13.99
DCWAS_Providence MT	1900583	Operative Svcs	3M DRESSING COBAN 6INX5	2.66
DCWAS_Providence MT	1900003	Operative Svcs	3M SPLINT SCOTCHCAST 5INX15FT	49.95
DCWAS_Providence MT	1903856	Operative Svcs	4MM TRICUT BLADE	159.51
DCWAS_Providence MT	1903861	Operative Svcs	ACL INTERFERENCE SCREW	47.95
DCWAS_Providence MT	1902395	Operative Svcs	ACR PC IOL 10.5 ZA90030105	77.26
DCWAS_Providence MT	1902414	Operative Svcs	ACR PC IOL 20.0 ZA90030200	77.26
DCWAS_Providence MT	1902415	Operative Svcs	ACR PC IOL 20.5 ZA90030205	77.26
DCWAS_Providence MT	1902416	Operative Svcs	ACR PC IOL 21.0 ZA90030210	77.26
DCWAS_Providence MT	1902418	Operative Svcs	ACR PC IOL 22.0 ZA90030220	77.26
DCWAS_Providence MT	1902239	Operative Svcs	ACRYSOF  MULTI PC IOL 11.5	74.59
DCWAS_Providence MT	1902240	Operative Svcs	ACRYSOF  MULTI PC IOL 12.0	74.59
DCWAS_Providence MT	1902255	Operative Svcs	ACRYSOF  MULTI PC IOL 19.5	74.59
DCWAS_Providence MT	1902256	Operative Svcs	ACRYSOF  MULTI PC IOL 20.0	74.59
DCWAS_Providence MT	1902261	Operative Svcs	ACRYSOF  MULTI PC IOL 22.5	74.59
DCWAS_Providence MT	1902286	Operative Svcs	ACRYSOF  SNGL PC IOL 11.0	79.59
DCWAS_Providence MT	1902290	Operative Svcs	ACRYSOF  SNGL PC IOL 13.0	79.59
DCWAS_Providence MT	1902291	Operative Svcs	ACRYSOF  SNGL PC IOL 13.5	79.59
DCWAS_Providence MT	1902292	Operative Svcs	ACRYSOF  SNGL PC IOL 14.0	79.59
DCWAS_Providence MT	1902293	Operative Svcs	ACRYSOF  SNGL PC IOL 14.5	79.59
DCWAS_Providence MT	1902295	Operative Svcs	ACRYSOF  SNGL PC IOL 15.5	79.59
DCWAS_Providence MT	1902296	Operative Svcs	ACRYSOF  SNGL PC IOL 16.0	79.59
DCWAS_Providence MT	1902297	Operative Svcs	ACRYSOF  SNGL PC IOL 16.5	79.59
DCWAS_Providence MT	1902298	Operative Svcs	ACRYSOF  SNGL PC IOL 17.0	79.59
DCWAS_Providence MT	1902299	Operative Svcs	ACRYSOF  SNGL PC IOL 17.5	79.59
DCWAS_Providence MT	1902300	Operative Svcs	ACRYSOF  SNGL PC IOL 18.0	79.59
DCWAS_Providence MT	1902301	Operative Svcs	ACRYSOF  SNGL PC IOL 18.5	79.59
DCWAS_Providence MT	1902302	Operative Svcs	ACRYSOF  SNGL PC IOL 19.0	79.59
DCWAS_Providence MT	1902303	Operative Svcs	ACRYSOF  SNGL PC IOL 19.5	79.59
DCWAS_Providence MT	1902304	Operative Svcs	ACRYSOF  SNGL PC IOL 20.0	79.59
DCWAS_Providence MT	1902305	Operative Svcs	ACRYSOF  SNGL PC IOL 20.5	79.59
DCWAS_Providence MT	1902306	Operative Svcs	ACRYSOF  SNGL PC IOL 21.0	79.59
DCWAS_Providence MT	1902307	Operative Svcs	ACRYSOF  SNGL PC IOL 21.5	79.59
DCWAS_Providence MT	1902308	Operative Svcs	ACRYSOF  SNGL PC IOL 22.0	79.59
DCWAS_Providence MT	1902309	Operative Svcs	ACRYSOF  SNGL PC IOL 22.5	79.59
DCWAS_Providence MT	1902310	Operative Svcs	ACRYSOF  SNGL PC IOL 23.0	79.59
DCWAS_Providence MT	1902311	Operative Svcs	ACRYSOF  SNGL PC IOL 23.5	79.59
DCWAS_Providence MT	1902312	Operative Svcs	ACRYSOF  SNGL PC IOL 24.0	79.59
DCWAS_Providence MT	1902313	Operative Svcs	ACRYSOF  SNGL PC IOL 24.5	79.59
DCWAS_Providence MT	1902314	Operative Svcs	ACRYSOF  SNGL PC IOL 25.0	79.59
DCWAS_Providence MT	1902315	Operative Svcs	ACRYSOF  SNGL PC IOL 25.5	79.59
DCWAS_Providence MT	1902318	Operative Svcs	ACRYSOF  SNGL PC IOL 27.0	79.59
DCWAS_Providence MT	1902323	Operative Svcs	ACRYSOF  SNGL PC IOL 29.5	79.59
DCWAS_Providence MT	1904722	Operative Svcs	ACTICOAT FLEX DRESSING 7 1X24	13.99
DCWAS_Providence MT	1900525	Operative Svcs	ADAPTER BRONCH FO 15MM	26.64
DCWAS_Providence MT	1906548	Operative Svcs	ADAPTER HIP NECK MOLD -6MM	106.23
DCWAS_Providence MT	1905715	Operative Svcs	ADHSV PRE SYRINGE BIOGLUE 10ML	367.3
DCWAS_Providence MT	1906441	Operative Svcs	ADPTR SIDEARM TUOHY BORST 9FR	10.66
DCWAS_Providence MT	1905462	Operative Svcs	AGENT HEMOSTATIC ARISTA 5GR	144.52
DCWAS_Providence MT	1902253	Operative Svcs	ALC ACRYSOF  MULTI PC IOL 18.5	74.59
DCWAS_Providence MT	1902257	Operative Svcs	ALC ACRYSOF  MULTI PC IOL 20.5	74.59
DCWAS_Providence MT	1902260	Operative Svcs	ALC ACRYSOF  MULTI PC IOL 22.0	74.59
DCWAS_Providence MT	1902284	Operative Svcs	ALC ACRYSOF  SNGL PC IOL 10.0	79.59
DCWAS_Providence MT	1902285	Operative Svcs	ALC ACRYSOF  SNGL PC IOL 10.5	79.59
DCWAS_Providence MT	1902288	Operative Svcs	ALC ACRYSOF  SNGL PC IOL 12.0	79.59
DCWAS_Providence MT	1902289	Operative Svcs	ALC ACRYSOF  SNGL PC IOL 12.5	79.59
DCWAS_Providence MT	1902294	Operative Svcs	ALC ACRYSOF  SNGL PC IOL 15.0	79.59
DCWAS_Providence MT	1902316	Operative Svcs	ALC ACRYSOF  SNGL PC IOL 26.0	79.59
DCWAS_Providence MT	1902322	Operative Svcs	ALC ACRYSOF  SNGL PC IOL 29.0	79.59
DCWAS_Providence MT	1900040	Operative Svcs	ALC ANT CHAM IOL MTA3U0.190	88.58
DCWAS_Providence MT	1900041	Operative Svcs	ALC ANT CHAM IOL MTA3U0.195	88.58
DCWAS_Providence MT	1900134	Operative Svcs	ALC POST CHAM IOL CZ70BD.265	21.31
DCWAS_Providence MT	1900192	Operative Svcs	ALC POST CHAM IOL SA60AT.060	47.62
DCWAS_Providence MT	1904373	Operative Svcs	ALG TISSUE XPNDR 133MX-T 500CC	792.54
DCWAS_Providence MT	1902633	Operative Svcs	ALLOGRAFT AMNIOTC EPIFIX 4X4CM	2126.87
DCWAS_Providence MT	1905535	Operative Svcs	ALLOGRAFT CANC CUBES 10MM 15CC	106.89
DCWAS_Providence MT	1904026	Operative Svcs	ALLOGRAFT TENDON GLINK NOC	1255.74
DCWAS_Providence MT	1901209	Operative Svcs	ALLOGRFT PERICARDIUM 1.5CM	385.95
DCWAS_Providence MT	1900254	Operative Svcs	AMC DRAIN CHEST OCEAN	146.52
DCWAS_Providence MT	1902329	Operative Svcs	AMNIOFIX TIS ALLOGRAFT 4X10CM	1973.36
DCWAS_Providence MT	1902394	Operative Svcs	AMO ACR PC IOL 10.0 ZA90030010	77.26
DCWAS_Providence MT	1902413	Operative Svcs	AMO ACR PC IOL 19.5 ZA90030195	77.26
DCWAS_Providence MT	1902417	Operative Svcs	AMO ACR PC IOL 21.5 ZA90030215	77.26
DCWAS_Providence MT	1902419	Operative Svcs	AMO ACR PC IOL 22.5 ZA90030225	77.26
DCWAS_Providence MT	1902420	Operative Svcs	AMO ACR PC IOL 23.0 ZA90030230	77.26
DCWAS_Providence MT	1902423	Operative Svcs	AMO ACR PC IOL 24.5 ZA90030245	77.26
DCWAS_Providence MT	1902335	Operative Svcs	AMO MONO PC IOL 10. ZCB0000100	79.59
DCWAS_Providence MT	1902346	Operative Svcs	AMO MONO PC IOL 15. ZCB0000155	79.59
DCWAS_Providence MT	1902347	Operative Svcs	AMO MONO PC IOL 16. ZCB0000160	79.59
DCWAS_Providence MT	1902348	Operative Svcs	AMO MONO PC IOL 16. ZCB0000165	79.59
DCWAS_Providence MT	1906371	Operative Svcs	ANCHOR NEUROSTIM N300	83.58
DCWAS_Providence MT	1906301	Operative Svcs	ANCHOR SUT Q-FIX COBRAID 1.8MM	270.06
DCWAS_Providence MT	1902185	Operative Svcs	ANCHOR SUT TWINFX SZ 2 3.5	139.86
DCWAS_Providence MT	1906391	Operative Svcs	ANCHOR SUTURE BCF 5.5X14.7MM	162.5
DCWAS_Providence MT	1905547	Operative Svcs	ANCHOR SUTURE HEALIX ADV 5.5MM	180.82
DCWAS_Providence MT	1905853	Operative Svcs	ANCHOR SUTURE ICONIX 1.4MM	303.03
DCWAS_Providence MT	1904878	Operative Svcs	ANCHOR SUTURE JUGGERKNOT 2.9MM	164.17
DCWAS_Providence MT	1902897	Operative Svcs	ANCHOR SUTURE KNOTLESS 4.5MM	174.83
DCWAS_Providence MT	1906430	Operative Svcs	ANCHOR SUTURE KNOTLESS 5.5MM	187.48
DCWAS_Providence MT	1906660	Operative Svcs	ANCHOR SUTURE MTA MICRO 3-0	26.97
DCWAS_Providence MT	1900511	Operative Svcs	ANCHOR SUTURE TWINFIX 5.0	289.71
DCWAS_Providence MT	1904146	Operative Svcs	ANCHR KNTLSS CNCHLCK 2.4MM	185.48
DCWAS_Providence MT	1900032	Operative Svcs	ANT CHAM IOL MTA3U0.145	88.58
DCWAS_Providence MT	1900052	Operative Svcs	ANT CHAM IOL MTA4U0.060	88.58
DCWAS_Providence MT	1900072	Operative Svcs	ANT CHAM IOL MTA4U0.145	88.58
DCWAS_Providence MT	1903781	Operative Svcs	ANTERIOR TIBIALIS TENDON	832.17
DCWAS_Providence MT	1900787	Operative Svcs	APP SYS ABD ACCESS 12X150MM	21.31
DCWAS_Providence MT	1900296	Operative Svcs	APPL EXTEN DUPLOREACH 35MM	101.9
DCWAS_Providence MT	1900396	Operative Svcs	APPL LIGACLIP ERCA LARGE	189.48
DCWAS_Providence MT	1900395	Operative Svcs	APPLI CLIP MULT MED 29.2CM	193.47
DCWAS_Providence MT	1904480	Operative Svcs	APPLIER CLIP PREM MED 11.5	35.96
DCWAS_Providence MT	1906628	Operative Svcs	APPLIER CLIP PREMIUM MED 9.75	35.96
DCWAS_Providence MT	1901058	Operative Svcs	APPLIER ENDOCLIP LG 10MM	54.28
DCWAS_Providence MT	1900397	Operative Svcs	APPLIER LIGACLIP ERCA MED-LG	87.58
DCWAS_Providence MT	1900400	Operative Svcs	APPLIER LIGAMAX 5	498.17
DCWAS_Providence MT	1905440	Operative Svcs	APPLIER SURGICLIPIII SMALL 9IN	31.3
DCWAS_Providence MT	1904506	Operative Svcs	ART FEM TROCHLEA COMP 8.5X5MM	2767.56
DCWAS_Providence MT	1906630	Operative Svcs	ARTHR RAP-PAC ACL PCL DRILL GD	127.87
DCWAS_Providence MT	1900848	Operative Svcs	ARTHROWAND MULT 50D 3.75MM	100.9
DCWAS_Providence MT	1900837	Operative Svcs	ARX ANCHOR C SPEEDBRIDGE 5.5MM	207.79
DCWAS_Providence MT	1904574	Operative Svcs	ARX TIGHTROPE ABS BTTN 14MMNOC	110.22
DCWAS_Providence MT	1900803	Operative Svcs	ATG GRAFT ARTEGRAFT 7X40CM	605.73
DCWAS_Providence MT	1906612	Operative Svcs	AUG TIB CMNTD WEDGE SZ 4 46X66	899.1
DCWAS_Providence MT	1906624	Operative Svcs	AUGMENT DISTAL FEM 67.5MMX10MM	349.65
DCWAS_Providence MT	1906625	Operative Svcs	AUGMENT DISTAL FEM 67.5MMX10MM	349.65
DCWAS_Providence MT	1906623	Operative Svcs	AUGMENT POST FEM 67.5X5MM	349.65
DCWAS_Providence MT	1913517	Operative Svcs	BACTISURE WOUND LAVAGE	374.63
DCWAS_Providence MT	1901176	Operative Svcs	BAG DRN UROVIEW OEC W/HOSE	29.3
DCWAS_Providence MT	1900474	Operative Svcs	BANDAGE ESMARK 4INX9FT	37.3
DCWAS_Providence MT	1900473	Operative Svcs	BANDAGE ESMARK 6INX12FT	38.96
DCWAS_Providence MT	1900864	Operative Svcs	BAR  CTH FOLEY SILIC 22F 5CC	12.65
DCWAS_Providence MT	1900264	Operative Svcs	BAR CATH FILIFORM STR 6F 18IN	35.3
DCWAS_Providence MT	1904512	Operative Svcs	BAR CATH FOLEY 22F 30ML 3W BLN	12.32
DCWAS_Providence MT	1906588	Operative Svcs	BAR TIBIAL LOCKING MODULAR	62.6
DCWAS_Providence MT	1903904	Operative Svcs	BAR VASC GRAFT DIAL 6.0X40CM	407.93
DCWAS_Providence MT	1901177	Operative Svcs	BARRIER ADH SEPRAFILM 5X6	128.87
DCWAS_Providence MT	1900401	Operative Svcs	BARRIER ADHESION INTER 3X4	139.19
DCWAS_Providence MT	1900445	Operative Svcs	BARRIER SKIN 1.75X2.25IN	9.66
DCWAS_Providence MT	1900446	Operative Svcs	BARRIER SKIN 2.25X2.75IN	9.66
DCWAS_Providence MT	1904415	Operative Svcs	BASKT RETRV STONE ESC 1.9F	117.88
DCWAS_Providence MT	1904091	Operative Svcs	BASKT STONE 4WIRE 1.9F 120	100.23
DCWAS_Providence MT	1906620	Operative Svcs	BEARG ARTICLTN E1 SZ B 22X36MM	324.68
DCWAS_Providence MT	1906568	Operative Svcs	BEARG TIB E1 VNGRD 63/67X12MM	299.7
DCWAS_Providence MT	1906570	Operative Svcs	BEARG TIB E1 VNGRD 87/91X12MM	299.7
DCWAS_Providence MT	1906627	Operative Svcs	BEARG TIB LF SSK 10MM 63-67MM	749.25
DCWAS_Providence MT	1906468	Operative Svcs	BEARING ACE CMNTLSS 28MM 38MM	449.55
DCWAS_Providence MT	1906249	Operative Svcs	BEARING HIP ARTICULATN E1 42MM	449.55
DCWAS_Providence MT	1900909	Operative Svcs	BEAVER MINI-BLD GRINDLESS	194.14
DCWAS_Providence MT	1906564	Operative Svcs	BG SPEC RETRV W/ INTRO TB 4X6	43.96
DCWAS_Providence MT	1900384	Operative Svcs	BINDER ABDOM 12IN 30-45IN	17.65
DCWAS_Providence MT	1904525	Operative Svcs	BIO DRILL BIT JUGGERKNOT 2.9	57.28
DCWAS_Providence MT	1905466	Operative Svcs	BIT DRILL 3 FLUTE SHORT 4.2MM	94.24
DCWAS_Providence MT	1906263	Operative Svcs	BIT DRILL 3 FLUTED 2.7X125MM	50.28
DCWAS_Providence MT	1905811	Operative Svcs	BIT DRILL 3FLT Q 3.2X330X100MM	102.56
DCWAS_Providence MT	1905810	Operative Svcs	BIT DRILL 3FLT QUICK 3.2X145MM	73.26
DCWAS_Providence MT	1905425	Operative Svcs	BIT DRILL 3FLUTE 4.2X145MM	73.26
DCWAS_Providence MT	1905566	Operative Svcs	BIT DRILL AO SPEEDGUIDE2X135MM	71.6
DCWAS_Providence MT	1906433	Operative Svcs	BIT DRILL ASNIS JFX AO 3X170MM	65.93
DCWAS_Providence MT	1905290	Operative Svcs	BIT DRILL CALIBRATED 2.5X225MM	59.94
DCWAS_Providence MT	1905382	Operative Svcs	BIT DRILL CANN 2.7X160MM	217.12
DCWAS_Providence MT	1905673	Operative Svcs	BIT DRILL CANN 5X300X130MM	190.48
DCWAS_Providence MT	1906032	Operative Svcs	BIT DRILL CANN TAPERED 10MM	199.47
DCWAS_Providence MT	1905966	Operative Svcs	BIT DRILL CONT COMPRSSN 2.65MM	224.78
DCWAS_Providence MT	1906442	Operative Svcs	BIT DRILL MQ DIA1.5MM LEN 65MM	43.29
DCWAS_Providence MT	1903052	Operative Svcs	BIT DRILL QCK CNNCT 3.5X110MML	44.96
DCWAS_Providence MT	1905771	Operative Svcs	BIT DRILL QUICK CONN 1.8X110MM	64.94
DCWAS_Providence MT	1902520	Operative Svcs	BIT DRILL QUICK CONN 3.2X145MM	46.29
DCWAS_Providence MT	1905819	Operative Svcs	BIT DRILL QUICK CONNECT2X125MM	47.62
DCWAS_Providence MT	1906558	Operative Svcs	BIT DRILL QUICK MINI 2X65MM	43.29
DCWAS_Providence MT	1905725	Operative Svcs	BIT DRILL STEP CANN 6/9MM	226.11
DCWAS_Providence MT	1905563	Operative Svcs	BIT DRLL 3 FLUTED  4.2X330MM	123.54
DCWAS_Providence MT	1900459	Operative Svcs	BLADE CUTTER METAL 3MM	264.07
DCWAS_Providence MT	1905351	Operative Svcs	BLADE CUTTER TOMCAT 3.5 MM	30.97
DCWAS_Providence MT	1902943	Operative Svcs	BLADE CUTTER TOMCAT SS 5.5MM	30.97
DCWAS_Providence MT	1905544	Operative Svcs	BLADE SAW OFFST 70X12.5X0.8MM	19.98
DCWAS_Providence MT	1905031	Operative Svcs	BLADE SAW OSC/SAG5.5X25X0.51MM	22.64
DCWAS_Providence MT	1905132	Operative Svcs	BLADE SAW OSCIL/SAG9X25X0.38MM	19.98
DCWAS_Providence MT	1905504	Operative Svcs	BLADE SAW SAGGIT 18X100X1.27MM	13.99
DCWAS_Providence MT	1904880	Operative Svcs	BLADE SAW SAGITTL 25X90X1.27MM	33.97
DCWAS_Providence MT	1905543	Operative Svcs	BLADE SAW SAGITTL MD 18X 5.5MM	19.98
DCWAS_Providence MT	1905357	Operative Svcs	BLADE SAW SAGTTL 25X100X1.27MM	33.97
DCWAS_Providence MT	1902797	Operative Svcs	BLADE SAW SGTTL 13X0.89X90MM	33.97
DCWAS_Providence MT	1902796	Operative Svcs	BLADE SAW SGTTL 6 18X1.27X90MM	33.97
DCWAS_Providence MT	1902828	Operative Svcs	BLADE SHAVER 12 FLUTE 5.5X12MM	32.63
DCWAS_Providence MT	1905473	Operative Svcs	BLADE SHAVER ARTHROSCOPC 3.5MM	32.63
DCWAS_Providence MT	1902834	Operative Svcs	BLADE SHAVER CUTTER TOMCAT 4MM	30.97
DCWAS_Providence MT	1903025	Operative Svcs	BLADE SHAVER HIP AGGRSV SS 4MM	36.3
DCWAS_Providence MT	1900514	Operative Svcs	BLADE SHAVER INC 3.5MM	365.63
DCWAS_Providence MT	1904270	Operative Svcs	BLADE SHAVER SINUS 40 4MM	92.91
DCWAS_Providence MT	1905841	Operative Svcs	BLADE SHAVER SINUS ENDO 40 4MM	136.2
DCWAS_Providence MT	1902999	Operative Svcs	BLADE SHAVR ARTH 12 FLUTED 4MM	32.63
DCWAS_Providence MT	1905550	Operative Svcs	BLADE SHAVR CUTTER/RSCTR 5.5MM	30.97
DCWAS_Providence MT	1901337	Operative Svcs	BLD BONE MILL DUAL	148.19
DCWAS_Providence MT	1901383	Operative Svcs	BLD INCISOR PL 4.5 7210976	256.08
DCWAS_Providence MT	1901167	Operative Svcs	BLD SAG PRISM 13X85X0.97MM	29.3
DCWAS_Providence MT	1901174	Operative Svcs	BLD SAGITL DESOUTTER25X95MM	15.32
DCWAS_Providence MT	1905972	Operative Svcs	BLLN SINUS SEEKER 70D 17X6MM	457.88
DCWAS_Providence MT	1904418	Operative Svcs	BODY CONE PROX TITAN 21MM	1922.08
DCWAS_Providence MT	1906578	Operative Svcs	BOLT INTERLOCKING 95MM	87.91
DCWAS_Providence MT	1905438	Operative Svcs	BONE CHIP CANC 1-4MM 15ML	106.89
DCWAS_Providence MT	1904458	Operative Svcs	BOS CATH URETERAL 6FR X 70CM	61.27
DCWAS_Providence MT	1904508	Operative Svcs	BOS STENT URETRL PERCFLX4.8X24	55.61
DCWAS_Providence MT	1900648	Operative Svcs	BOV CAUTERY HIGH TEMP LOOP TIP	19.31
DCWAS_Providence MT	1905846	Operative Svcs	BRA COMPRSN SMALL SZ 32-35IN	9.66
DCWAS_Providence MT	1913505	Operative Svcs	BRA EXTRA FIRM SUPP XLARG SZ40	33.3
DCWAS_Providence MT	1905887	Operative Svcs	BRA MAMMARY SUPPORT 3XLARGE	41.63
DCWAS_Providence MT	1913481	Operative Svcs	BRA POST OP COMPRESSION SZ36	33.3
DCWAS_Providence MT	1905782	Operative Svcs	BRA POST OP EXTRA FIRM LG SZ38	33.3
DCWAS_Providence MT	1906546	Operative Svcs	BREAST GEL STYLE-410FX 450CC	574.43
DCWAS_Providence MT	1906427	Operative Svcs	BRST SILICONE NATRELLE 445ML	424.58
DCWAS_Providence MT	1900982	Operative Svcs	BSKT RETR 4WIRE20MMX120	224.78
DCWAS_Providence MT	1900068	Operative Svcs	BSKT RETR STONE 2.4FX12MM120CM	89.58
DCWAS_Providence MT	1905331	Operative Svcs	BSPLT TIB CMNTD PFC SIGMA SZ3	449.55
DCWAS_Providence MT	1905089	Operative Svcs	BSPLT TIB I BEAM STEM VG 71MM	449.55
DCWAS_Providence MT	1904250	Operative Svcs	BTB TIGHTROPE NOC	322.34
DCWAS_Providence MT	1900979	Operative Svcs	BTS TISS GRFT AMNIOGRFT2.5X2CM	420.58
DCWAS_Providence MT	1904972	Operative Svcs	BUR BAR 6 FLUTE FORM 5.5MM	32.63
DCWAS_Providence MT	1905542	Operative Svcs	BUR BONE EGG 10FLUTE 4MMX54MM	25.64
DCWAS_Providence MT	1901225	Operative Svcs	BUR DISSECTING MID REX 3MMX9CM	82.92
DCWAS_Providence MT	1901555	Operative Svcs	BUR DR BIT QC 2.5X110MM	56.61
DCWAS_Providence MT	1904393	Operative Svcs	BUR DRILL BIT ICONIX 2.3MM	103.23
